video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.540.993.060,pratamaoktoviano7210,"kata kata andalan ziko, "" yg menurut guaa lumayan kerenn"" 🗿",0,"andalan ziko , `` yg guaa lumayan kerenn ''",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.540.994.330,zamorskiyy9655,eh kirain tiap jumat dong uploadnya,0,eh kirain jumat uploadnya,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.120.372,armtumanggor,Lah emg udah proper bg🗿🗿,0,emg udah proper bg,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.120.633,aquaboy1650,"Kalau boleh kasih masukan, ngetik dulu yg bener",0,"kasih masukan , ngetik yg bener",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.341.434.780,abyan266,Tidak seperti biasa 🤔,0,,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.341.436.260,Zaverinth, @abyan266  soalnya video ini aja up selasa kemarin,0,video aja up selasa kemarin,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.341.439.050,habibhm1904," @Lertzy.26  iya, aku nungguin juga ni",0,".26 iya , nungguin ni",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.341.440.440,Hyzzaann,Besok semoga,0,besok semoga,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.541.637.520,Althafiee,basmi judol.,0,basmi judol .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.161.910,RsiegelVincent-j5m,Semoga rezeki dari 𝘋𝘖RA𝟽7 membawa kebaikan bagi semua! 😊 😇,1,semoga rezeki 𝘋𝘖ra𝟽7 membawa kebaikan !,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.164.770,DanielKusuma-t9b,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓Obikin hari-hari makin berwarna, rezeki tak pernah ingkar janji!",1,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓obikin hari-hari berwarna , rezeki ingkar janji !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.166.050,HAutoWorks,"bg, sesekali cobain drift 180sx gp sports",0,"bg , cobain drift 180sx gp sports",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.167.360,rian_ugeub,"Elegan, warna cerah, beeeuh kelasss",0,"elegan , warna cerah , beeeuh kelasss",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.169.870,kobjork850,13:52 wah ada si oyen tuh😅😅,0,13:52 si oyen tuh,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.172.370,Ozinchanel,"WOW Amazing, canggih proper banget bet ngedrift",0,"wow amazing , canggih proper banget bet ngedrift",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.173.670,Kusu_22,Sudah saatnya mas ziko 200sx pasang ls hdc(1uz) 😂😂😂😂,0,mas ziko 200sx pasang ls hdc ( 1uz ),0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.175.010,aliefnaufal6237,gilak proper banget mobilnya obell,0,gilak proper banget mobilnya obell,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.176.460,bilalrafifandris6114,Next bikin konten ganti mesin brziko pakai v8,0,next bikin konten ganti mesin brziko pakai v8,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.178.070,SatriaDiwangga,Gas brziko mesinnya di upgrade lagi bg,0,gas brziko mesinnya upgrade bg,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.084.742.179.940,akhsansidieq8961,Diatas GD masi ada ASC monster 😅,0,diatas gd masi asc monster,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.181.300,musyafahawin8020,"Diatas langit, masih ada langit coy",0,"diatas langit , langit coy",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.185.460,tc1bodywork,MENYALA WIIII 🔥🔥🔥,0,menyala wiiii,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.186.890,Husainaz2001,Next review mobilnya king Dio,0,next review mobilnya king dio,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.188.260,ricodimaz3985,Mantab crazy rizh priok ini mah,0,mantab crazy rizh priok mah,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.378.110,Riko_Syahputra96,Pecinta 2 jz bg ziko,0,pecinta 2 jz bg ziko,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.958.930,estuaji4325,Kerenn bletak2 nya...😮😮,0,kerenn bletak2 nya ...,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.960.240,rusdijefriyanto8263,Mobil ini bagus untuk masa depan,0,mobil bagus,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.961.520,fakhriunggulindito1776,"Buat yg bingung, itu anaknya Bpk Ahmad Sahroni",0,"yg bingung , anaknya bpk ahmad sahroni",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.343.942.963.110,maulanasyariffudin2592,Hebat tetangganya GK ada yg ngelapor karena keberisikan😂,0,hebat tetangganya gk yg ngelapor keberisikan,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.964.390,xJagau,Bang update perkembangan garasi baru nya dong,0,bang update perkembangan garasi nya,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.965.680,rudiridwan1667,"Wow.....pantas ,untuk diperhitungkan..!!!",0,"wow ..... , diperhitungkan .. ! ! !",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.899.834.296.714,digitalgarage_id,memang cakep sih🔥,0,cakep sih,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.968.420,ranggamilano-yb9jb,Masih menunggu lanjutan project crosstrack,0,menunggu lanjutan project crosstrack,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.969.700,ilmansyafar5743,Kpan Nih Review Subarunya farrel,0,kpan nih review subarunya farrel,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.342.971.100,defandriyanatthallah-v2m,bang ziko gak rievew dodge charger punya dom?,0,bang ziko gak rievew dodge charger dom ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.972.380,ExoticCarsSpotterSidoarjo,Bismillah 🤲🏻🤲🏻🤲🏻,0,bismillah,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.171.142.973.780,18.iwayandarmayasa63,keinget Rx-7 4 Rotor yang pernah di review,0,keinget rx-7 4 rotor review,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.975.060,fahrezashiddiq820,180sx kapan lanjut oiii,0,180sx oiii,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.976.340,damasgustama9327,Mantepp bener kkaa aihyss😊,0,mantepp bener kkaa aihyss,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.977.610,DendiFajri28,Udah lama ngga garage vlog,0,udah ngga garage vlog,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.978.880,anthonyharianto9890,Pak rt dan tetangga langsung dateng 😂😂😂,0,rt tetangga langsung dateng,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.980.170,ricografika6476,Mobil nya keren spek mantap buat drifting,0,mobil nya keren spek mantap drifting,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.981.450,WafaMuhammed-o7j,Tandem sama BRZIKO mantap nih,0,tandem brziko mantap nih,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.982.710,dadu_maduNaufal,Mas coba ngerivil mobilnya along fazreen,0,mas coba ngerivil mobilnya along fazreen,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.307.770,destiantirta8335,Jersey nya bagus tuh kapan rilis😂,0,jersey nya bagus tuh rilis,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.309.110,tanlevelup8506,buset suara nya gileee supercar lewat..,0,buset suara nya gileee supercar ..,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.310.400,Pratamaputra017,Apa Mas Ockis nggak pengen suara kaya gitu di Brziko😂,0,mas ockis nggak pengen suara kaya gitu brziko,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.311.690,rokyademarta2614,Para Anak muda yg gak pernah mikirin susahnya nyari sesuap nasi...,0,anak muda yg gak mikirin susahnya nyari sesuap nasi ...,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.312.960,m.naufalnurf_nfsr47,Suara knalpot motor masuk pas ziko nge review :v,0,suara knalpot motor masuk pas ziko nge review : v,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.331.425,primastikasulaksono5848,Bermanfaat,0,bermanfaat,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.315.510,jjboy5821,Ini baru mobillll,0,mobillll,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.316.770,SezginSinan-m7z,"𝒫𝓊𝓁𝒶𝓊777 emang Gacir, jepe hari ini lagi!",1,"𝒫𝓊𝓁𝒶𝓊777 emang gacir , jepe !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.318.040,PitcherS-n4h,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 gacir bener, tiap main pasti aja jepe, bikin nagih",1,"𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 gacir bener , main aja jepe , bikin nagih",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.319.310,OzlemFaruk-s4r,wadidaw kren bgt yak depo 50 doan jd 2jt wwk💫💫,1,wadidaw kren bgt yak depo 50 doan jd 2jt wwk,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.320.570,KarolineCoulter,Sangat sulit menemukan tempat seperti Pulⱥ𝖚𝟽𝟽𝟽 dengan kualitas seperti ini.,1,sulit menemukan pulⱥ𝖚𝟽𝟽𝟽 kualitas .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.321.840,EmineHale-m6e,Puas Jepiy nya disini-Ga Ruda Ho ki🔥🥰,1,puas jepiy nya disini-ga ruda ho ki,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.323.100,MariaBilge-i8i,"Mantul banget 𝓅 𝓊 𝐼 𝒶 𝒰 𝟩 𝟩 𝟩, jepe lagi nih.",1,"mantul banget 𝓅 𝓊 𝐼 𝒶 𝒰 𝟩 𝟩 𝟩 , jepe nih .",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.324.390,DinovanachmadPrakasa,"Yg punya bner"" g berseri duitnya mantap😂",0,yg bner '' g berseri duitnya mantap,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.325.680,ValarieCrespo,Saya sangat menghargai bagaimana ρūlΛυ777 melayani penggunanya.,1,menghargai ρūlλυ777 melayani penggunanya .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.326.940,LovettaJohansen,Ngelag? Enggak! WD? JALAN TERUS! p u I a u 7 7 7 emang top.,1,ngelag ? ! wd ? jalan ! p u i a u 7 7 7 emang top .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.328.210,DahliaMontano-g5p,Setiap pengalaman di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu berkesan.,1,pengalaman p͟͟u͟͟l͟͟a͟͟u͟͟777 berkesan .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.329.470,BlondellMora,"semoga akan semakin banyak orang yg turut membantu, seperti𝙈𝘼𝙉𝙐𝙏88",1,"semoga orang yg membantu , seperti𝙈𝘼𝙉𝙐𝙏88",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.330.730,NurayMuhammet,"p͟͟u͟͟l͟͟a͟͟u͟͟777 emang juara, rezeki gak ada abisnya!",1,"p͟͟u͟͟l͟͟a͟͟u͟͟777 emang juara , rezeki gak abisnya !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.332.020,COLUMBUSJennings,"Tidak ada yang mengecewakan dari p͟͟u͟͟l͟͟a͟͟u͟͟777, semuanya sesuai harapan.",1,"mengecewakan p͟͟u͟͟l͟͟a͟͟u͟͟777 , sesuai harapan .",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.698.390,PERCYFalcon-r2p,Saya tidak pernah kecewa dengan apa yang diberikan oleh PulΛᴜ𝟽𝟽𝟽.,1,kecewa pulλᴜ𝟽𝟽𝟽 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.699.750,JoeyMuhammad-m2i,░M░░A░░N░░U░░T░░8░░8░  terbaik pokoknya,1,░m░░a░░n░░u░░t░░8░░8░ terbaik pokoknya,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.701.030,marjamelaa5963,Menunggu mobil farel mana nih,0,menunggu mobil farel nih,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.911.943.702.830,kucingduawarna3203,Andai dikasih tau berapa habisnya modifikasi seperti ini😊,0,andai dikasih tau habisnya modifikasi,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.704.110,pandedec4692,Gas seminggu 2x,0,gas seminggu 2x,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.899.834.370.552,iqbal407,hari jumat gada video nih,0,jumat gada video nih,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.706.790,DavidalelulaDavid84,Yg punya BRZ ni real sultan..,0,yg brz ni real sultan ..,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.708.050,ChantellMeek,ez clean bawa Ｂ⋅𝕆⋅𝗪⋅𝐎⋅𝟟⋅𝟩 bos 25k,1,ez clean bawa ｂ⋅𝕆⋅𝗪⋅𝐎⋅𝟟⋅𝟩 bos 25k,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.709.320,chekosgrcik,Keren banget modifikasi mobilnya,0,keren banget modifikasi mobilnya,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.710.590,SKYUAN_OFFICIAL,Absenn massss,0,absenn massss,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.711.850,tiansetiawan4106,Raja Terakhir 😅 ASC👍,0,raja asc,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.371.312,zakmad402,Anjir tiba² banget lagi scroll² YT upload vid baru😂😂😂,0,anjir tiba² banget scroll² yt upload vid,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.714.380,danangadiadi853,mas Ziko kapan pasang anti Lag😅,0,mas ziko pasang anti lag,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.715.660,retweettv7944,obell (support duit bpk) vs farell (support jalur bpk),0,obell ( support duit bpk ) vs farell ( support jalur bpk ),0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.716.930,SeyfiMumun,Saya suka bagaimana semuanya di pųłąų777 berjalan lancar.,1,suka pųłąų777 berjalan lancar .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.718.200,arispnk9488,Bang bahas mobil baru Farel dong....,0,bang bahas mobil farel ....,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.719.470,combat26394,Bang review kucing Oren yg lewat dividio bang,0,bang review kucing oren yg dividio bang,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.723.360,dicco07,crosstrack beso jumat kan?😢,0,crosstrack beso jumat ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.115.060,qaisardaulay219,Biar keren lah makanya langsung build di US mesinnya,0,biar keren langsung build us mesinnya,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.116.380,FransImmanuel-,@qaisardaulay219  money can buy everything 🤣,0,money can buy everything,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.344.119.400,kudaterbang938,kan create engine ini langsung jadi,0,create engine langsung,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.603.144.311.100,rivaldisugiar284,Owner apa tuh bang?,0,owner tuh bang ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.603.144.313.820,rivaldisugiar284, @DavidBoyz-ey4mm  oh syahrini versi berjambang ya? 😂,0,-ey4mm oh syahrini versi berjambang ya ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.688.660,ngurahdian7840,"Kalo boleh tau bensin ap yg di pke, ethanol?",0,"kalo tau bensin ap yg pke , ethanol ?",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.344.690.440,muhamadrifan2823,Oil colerny pake gsx bisa ngga min😂,0,oil colerny pake gsx ngga min,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.691.730,CLIFTONArmstrong-u6c,kita-kita barusan ngecuan ＢΟ𝕎Ｏ❼𝟩 juragan gas,1,kita-kita barusan ngecuan ｂο𝕎ｏ❼𝟩 juragan gas,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.693.010,takapubg-gj9qg,ga sabar liat brziko vs brz obel nnti,0,ga sabar liat brziko vs brz obel nnti,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,17.388.255.446.943,nengfebri3432,13:54 Ada kucing😂,0,13:54 kucing,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.554.469.557,SedaBusra-x2l,░M░░A░░N░░U░░T░░8░░8░  modal receh aja gampaang bangeet jeepe,1,░m░░a░░n░░u░░t░░8░░8░ modal receh aja gampaang bangeet jeepe,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.696.830,Fatistian,Tinggal komporin Om Fitra modif BRZ nya Farrel... V12 😂,0,tinggal komporin om fitra modif brz nya farrel ... v12,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.698.090,raffiaryanna3492,the real kaya wkwk tanpa banyak sponsor,0,the real kaya wkwk sponsor,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.699.370,gustikhairullah5847,Mantap gan,0,mantap gan,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.911.944.700.790,afilimron273,@Garasi Drift bg mobilnya farel R katanya di modifikasi di Garasi Drift????,0,drift bg mobilnya farel r modifikasi garasi drift ? ? ? ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.702.070,barmawii,Tanjung priok punya nih bosss 😎😎😎,0,tanjung priok nih bosss,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.703.350,LaviniaMcdermott,Pengalaman saya di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu menyenangkan.,1,pengalaman p͟͟u͟͟l͟͟a͟͟u͟͟777 menyenangkan .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.704.620,unggulpangestu4566,Akan masa 2jz GD beralih ke Ls hehe,0,2jz gd beralih ls hehe,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.705.890,KyungCrites,bener-bener merinding dan sangat terharu atas kebesaran◘𝙈𝘼𝙉𝙐𝙏88◘,1,bener-bener merinding terharu kebesaran◘𝙈𝘼𝙉𝙐𝙏88◘,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.707.150,Wsssnn_,"coba kapan"" GD bangun mobil pake v8",0,coba '' gd bangun mobil pake v8,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.708.420,benyradik5949,Sponsornya cukup ahmad syahroni,0,sponsornya ahmad syahroni,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.709.680,azmidivo242,Crostrek kapan nichh,0,crostrek nichh,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.710.950,damasgustama9327,Mantep bener nii 🎉,0,mantep bener nii,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.712.220,achmadanugerahrosadi9689,uhuyy FAFFADA,0,uhuyy faffada,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.344.713.620,ilhamsuwuk2426,Hari Jum'at gak upload bang.,0,jum'at gak upload bang .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.893.150,inigabutchannel9054,Ga boleh lah kan tim pabrikan,0,ga tim pabrikan,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.248.270,NICKHoppe-h3h,Tanggung jawab lah GA RU DA HO KI.udah bikin candu😳,1,tanggung ga ru da ho ki.udah bikin candu,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.250.930,MehmetDuygu-v6i,Saya merasa layanan di ρ𝓊𝓵άü777 sangat profesional.,1,layanan ρ𝓊𝓵άü777 profesional .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.252.220,MuratYusuf-x3i,gue kemaren pasang ᗷΟᏔ𝒪❼⑦ pro mantul bet,1,gue kemaren pasang ᗷοꮤ𝒪❼⑦ pro mantul bet,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.253.500,furina-focalor-2,knpa gak ada  sesi. testing ? . 🤔😄,0,knpa gak sesi . testing ? .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.516.745.255.190,ghaliejhie8432,Kalau jebol  pusing ga tuh Krn susah di perbaikin di arena,0,jebol pusing ga tuh krn susah perbaikin arena,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.256.460,diddiimmaulllanna,Salfok sama oren lewat belakang 😂,0,salfok oren,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.257.740,septyanaagustina6920,Ga salah nih notif ?,0,ga salah nih notif ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.260.490,jrputra6236,Brziko lebih jauh rapih n enak di lihat..😊😊,0,brziko rapih n enak lihat ..,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.263.050,dustinputra172,ga kebayang bakal sekerenapa  kalau BRZ V8 nya obel tandem sama BR Ziko,0,ga kebayang sekerenapa brz v8 nya obel tandem br ziko,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.264.330,bablirana9043,banjir rejeki banget di✤𝐌𝐀𝐍𝐔𝐓𝟖𝟖✤,1,banjir rejeki banget di✤𝐌𝐀𝐍𝐔𝐓𝟖𝟖✤,1
